UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Air_temperature_K_roll_mean,Air_temperature_K_roll_std,Air_temperature_K_roll_var,Process_temperature_K_roll_mean,Process_temperature_K_roll_std,Process_temperature_K_roll_var,Rotational_speed_rpm_roll_mean,Rotational_speed_rpm_roll_std,Rotational_speed_rpm_roll_var,Torque_Nm_roll_mean,Torque_Nm_roll_std,Torque_Nm_roll_var,Tool_wear_min_roll_mean,Tool_wear_min_roll_std,Tool_wear_min_roll_var
92,L47271,L,298.9,308.9,1830,24.9,35,0,0,0,0,0,0,298.95,0.052704627670420404,0.002777777777877644,308.95,0.05270462767088899,0.002777777777927037,1561.7,166.42385646294855,27696.9000000001,36.64,8.557933291526773,73.23822222222225,22.6,8.591985930052445,73.82222222221918
93,M14952,M,298.9,308.9,1727,27.1,37,0,0,0,0,0,0,298.94999999999993,0.052704627670420404,0.002777777777877644,308.95,0.05270462767088899,0.002777777777927037,1589.1,169.0735868720417,28585.877777777827,35.269999999999996,8.907431354399167,79.34233333333339,25.2,8.625543461138953,74.39999999999696
94,L47273,L,299.1,309.0,1450,43.0,40,0,0,0,0,0,0,298.96,0.06992058987875194,0.004888888888992627,308.95,0.05270462767088899,0.002777777777927037,1587.2,170.67239573717455,29129.066666666717,35.559999999999995,9.126664231799046,83.29600000000005,27.9,8.608135686662763,74.09999999999701
95,L47274,L,299.0,308.9,1622,31.9,42,0,0,0,0,0,0,298.97,0.0674948557718431,0.0045555555556619,308.94999999999993,0.05270462767088899,0.002777777777927037,1607.2,160.58282736471065,25786.84444444446,33.99,8.120269563122758,65.93877777777786,30.6,8.342661445845506,69.59999999999702
96,M14955,M,299.0,309.0,1351,52.2,44,0,0,0,0,0,0,298.97,0.0674948557718431,0.0045555555556619,308.94999999999993,0.05270462767088899,0.002777777777927037,1561.9,162.77759196045548,26496.54444444454,36.53,9.480043366051774,89.87122222222226,33.3,7.80384520605048,60.89999999999706
97,M14956,M,299.0,309.0,1575,35.3,47,0,0,0,0,0,0,298.97,0.0674948557718431,0.0045555555556619,308.94999999999993,0.05270462767088899,0.002777777777927037,1575.8,156.6516304841204,24539.733333333403,35.67,9.120434931149576,83.18233333333339,36.0,7.3484692283493365,53.999999999997094
98,M14957,M,298.9,308.9,1750,29.9,50,0,0,0,0,0,0,298.96,0.06992058987875194,0.004888888888992627,308.93999999999994,0.051639777950914775,0.002666666666819784,1596.4,165.3106167189513,27327.600000000024,35.480000000000004,9.229156696759103,85.1773333333334,38.5,7.442371187255176,55.38888888888603
99,L47278,L,298.9,308.8,1529,32.7,53,0,0,0,0,0,0,298.95,0.0707106781193695,0.00500000000010108,308.91999999999996,0.0632455532046348,0.004000000000160292,1607.4,155.5672059129287,24201.155555555557,34.230000000000004,8.590828442783234,73.8023333333334,41.1,7.519604008486192,56.544444444441616
100,L47279,L,298.8,308.8,1523,44.4,55,0,0,0,0,0,0,298.94,0.08432740427173618,0.007111111111208829,308.90999999999997,0.0737864787383756,0.005444444444608755,1611.0,152.86450063881918,23367.55555555555,34.72,9.052169782862993,81.94177777777784,43.6,7.574812062208209,57.37777777777498
101,L47280,L,298.8,308.9,1852,25.0,57,0,0,0,0,0,0,298.92999999999995,0.09486832980555211,0.009000000000095007,308.90999999999997,0.0737864787383756,0.005444444444608755,1620.9,165.74575576935754,27471.655555555524,34.64,9.142841765860089,83.59155555555563,46.0,7.644896627452963,58.44444444444168
102,L47281,L,298.8,308.8,1991,20.7,59,0,0,0,0,0,0,298.91999999999996,0.10327955589931166,0.010666666666759042,308.9,0.0816496580938039,0.006666666666835077,1637.0,193.7650352589156,37544.8888888888,34.22,9.718344623557156,94.44622222222227,48.4,7.574812062208214,57.37777777777506
103,L47282,L,298.8,308.8,1555,40.6,61,0,0,0,0,0,0,298.91,0.11005049346186929,0.012111111111200936,308.89,0.08755950357807687,0.007666666666839257,1619.8,192.5182819601527,37063.28888888886,35.57000000000001,9.555690567521653,91.31122222222228,50.8,7.360555534589431,54.177777777775106
104,M14963,M,298.8,308.8,1441,40.5,63,0,0,0,0,0,0,298.88,0.09189365834772116,0.008444444444527703,308.87,0.08232726023596294,0.006777777777959965,1618.9,193.41920506735846,37410.98888888887,35.32000000000001,9.370616012005001,87.8084444444445,53.1,7.202622979010853,51.877777777775165
105,L47284,L,298.8,308.7,1450,43.4,66,0,0,0,0,0,0,298.86,0.08432740427163636,0.007111111111191994,308.85,0.09718253158174225,0.009444444444636331,1601.7,200.62626946638878,40250.90000000004,36.47,9.606947717378528,92.2934444444445,55.5,7.090682462060703,50.277777777775235
106,L47285,L,298.8,308.7,1591,31.1,68,0,0,0,0,0,0,298.84,0.06992058987856993,0.004888888888967175,308.82000000000005,0.09189365834838063,0.008444444444648907,1625.7,180.66608240987924,32640.23333333328,34.36,7.940920741464573,63.05822222222226,57.9,6.822348894951207,46.54444444444196
107,L47286,L,298.8,308.7,1445,48.5,70,0,0,0,0,0,0,298.82,0.04216370213646502,0.0017777777778525444,308.79,0.07378647873872532,0.005444444444660365,1612.7,189.19540163545201,35794.899999999994,35.67999999999999,9.123571425464679,83.2395555555556,60.2,6.6131182760730125,43.7333333333309
108,M14967,M,298.8,308.8,1497,46.8,72,0,0,0,0,0,0,298.81000000000006,0.03162277660284649,0.0010000000000735358,308.78000000000003,0.06324555320511373,0.004000000000220871,1587.4,185.67845564009025,34476.48888888896,37.37,9.491756657460435,90.09344444444449,62.4,6.501281924871762,42.266666666664285
109,H29522,H,298.9,308.8,1621,32.7,75,0,0,0,0,0,0,298.81000000000006,0.03162277660284649,0.0010000000000735358,308.78,0.06324555320511373,0.004000000000220871,1596.6,184.74017790760453,34128.93333333338,37.370000000000005,9.491756657460435,90.09344444444449,64.6,6.686636756330402,44.71111111110876
110,L47289,L,298.9,308.7,1572,34.1,80,0,0,0,0,0,0,298.82,0.04216370213645827,0.001777777777851976,308.77000000000004,0.06749485577272592,0.004555555555781072,1601.5,183.2146585596009,33567.61111111114,36.339999999999996,9.198453976378618,84.6115555555556,67.1,7.340148348485571,53.877777777775464
111,L47290,L,298.8,308.6,1872,22.5,82,0,0,0,0,0,0,298.82000000000005,0.04216370213645827,0.001777777777851976,308.74,0.06992058987973145,0.004888888889129603,1603.5,186.33556945587299,34720.94444444447,36.089999999999996,9.567473833544339,91.5365555555556,69.6,7.76316086827166,60.26666666666439
112,H29525,H,298.7,308.6,1499,43.5,84,0,0,0,0,0,0,298.81,0.05676462122039869,0.003222222222295337,308.71999999999997,0.07888106377624271,0.006222222222471669,1554.3,128.6882969728714,16560.677777777943,38.37,8.095959211579292,65.54455555555559,72.1,7.992357460585428,63.87777777777554
113,M14972,M,298.8,308.7,1498,39.5,89,0,0,0,0,0,0,298.81,0.05676462122039869,0.003222222222295337,308.71000000000004,0.07378647873898146,0.0054444444446981625,1548.6,129.91039647045687,16876.711111111294,38.260000000000005,8.069723938552327,65.12044444444447,74.9,8.55634916954123,73.2111111111089
114,M14973,M,298.8,308.6,1486,41.9,92,0,0,0,0,0,0,298.81000000000006,0.05676462122039869,0.003222222222295337,308.69,0.0737864787390341,0.005444444444705931,1553.1,126.50379880110827,16003.211111111283,38.4,8.124858973135066,66.01333333333338,77.8,8.978987817244217,80.62222222222006
115,L47294,L,298.8,308.6,1680,29.4,95,0,0,0,0,0,0,298.81,0.05676462122039869,0.003222222222295337,308.68,0.07888106377634203,0.006222222222487339,1576.1,126.58457866405237,16023.655555555662,37.0,8.370052435784249,70.05777777777783,80.7,9.416887903005728,88.6777777777756
116,L47295,L,298.8,308.6,1431,45.7,97,0,0,0,0,0,0,298.81000000000006,0.05676462122039869,0.003222222222295337,308.66999999999996,0.08232726023648915,0.006777777778046607,1560.1,134.36471924496374,18053.87777777793,38.459999999999994,8.498914963426543,72.2315555555556,83.6,9.535897091167204,90.93333333333113
117,L47296,L,298.9,308.7,1564,34.1,99,0,0,0,0,0,0,298.82,0.06324555320395084,0.004000000000073777,308.67,0.08232726023648915,0.006777777778046607,1572.0,128.16482443409478,16426.22222222234,37.02,7.799971509919482,60.8395555555556,86.5,9.348202441586654,87.38888888888667
118,L47297,L,298.8,308.6,1599,33.0,101,0,0,0,0,0,0,298.82,0.06324555320395084,0.004000000000073777,308.65,0.07071067812060447,0.005000000000275733,1582.2,125.56521103483364,15766.622222222308,35.64,7.063395469287814,49.89155555555562,89.4,8.834276679187845,78.0444444444422
119,M14978,M,298.8,308.6,1707,28.1,103,0,0,0,0,0,0,298.81000000000006,0.05676462122039368,0.0032222222222947684,308.63,0.04830458915688153,0.002333333333615117,1590.8,131.33062602962565,17247.733333333388,35.18,7.417067404903973,55.01288888888895,92.2,8.17584518226967,66.84444444444219
120,L47299,L,298.7,308.5,1467,40.7,106,0,0,0,0,0,0,298.79,0.05676462122038311,0.0032222222222935684,308.61,0.05676462122231018,0.0032222222225123474,1580.3,137.0726084963735,18788.90000000009,35.84,7.601637250546027,57.78488888888896,94.8,7.997221739801473,63.955555555553296
121,L47300,L,298.9,308.7,1433,44.7,108,0,0,0,0,0,0,298.8,0.06666666666720551,0.004444444444516291,308.62,0.06324555320562851,0.0040000000002859875,1536.4,98.00022675710846,9604.044444444677,38.06,6.423256356570421,41.258222222222315,97.4,7.589466384403964,57.59999999999778
122,L47301,L,298.9,308.7,1558,41.2,110,0,0,0,0,0,0,298.82000000000005,0.0632455532039453,0.004000000000073075,308.63,0.06749485577314382,0.0045555555558374865,1542.3,97.27172707878226,9461.788888889101,37.83,6.245540631344725,39.00677777777787,100.0,6.912147117775747,47.777777777775576
123,L47302,L,299.0,308.8,1310,50.7,112,0,0,0,0,0,0,298.84000000000003,0.08432740427161094,0.007111111111187707,308.64,0.08432740427280304,0.007111111111388759,1523.5,121.84803832825837,14846.944444444722,38.95,7.463727099929522,55.70722222222235,102.3,6.667499947923009,44.455555555553325
124,L47303,L,298.9,308.7,1546,43.4,114,0,0,0,0,0,0,298.85,0.08498365856033908,0.007222222222300294,308.65,0.08498365856148667,0.007222222222495345,1529.5,121.27219155455509,14706.944444444704,39.10000000000001,7.544239892497831,56.915555555555684,104.5,6.519202405202472,42.499999999997705
125,L47304,L,298.9,308.7,1727,29.4,116,0,0,0,0,0,0,298.86,0.0843274042716323,0.007111111111191308,308.65999999999997,0.08432740427274985,0.00711111111137979,1534.2,128.45128778386604,16499.733333333574,39.1,7.544239892497831,56.915555555555684,106.6,6.501281924871764,42.26666666666431
126,L47305,L,298.9,308.6,1560,32.2,118,0,0,0,0,0,0,298.87,0.08232726023535693,0.006777777777860181,308.66,0.08432740427274985,0.00711111111137979,1547.1,123.3103131669591,15205.433333333527,37.75,7.439123305575439,55.34055555555565,108.7,6.447221623820937,41.56666666666428
127,L47306,L,299.0,308.6,1329,60.5,120,0,0,0,0,0,0,298.88,0.09189365834773047,0.008444444444529416,308.65,0.08498365856148667,0.007222222222495345,1523.6,140.87362342815658,19845.377777778063,40.39,10.179549215079339,103.6232222222224,110.8,6.356099432828091,40.39999999999758
128,L47307,L,298.9,308.6,1413,46.5,122,0,0,0,0,0,0,298.89,0.08755950357759332,0.007666666666754577,308.65,0.08498365856148667,0.007222222222495345,1505.0,142.08604591741164,20188.444444444805,41.739999999999995,9.983898147628633,99.67822222222244,112.9,6.226288353960505,38.76666666666421
129,L47308,L,299.0,308.6,1587,38.6,124,0,0,0,0,0,0,298.90999999999997,0.08755950357762758,0.007666666666760576,308.65,0.08498365856148667,0.007222222222495345,1493.0,127.44323355038581,16241.777777778185,42.790000000000006,8.88124740988313,78.87655555555581,115.0,6.05530070819478,36.666666666664206
130,L47309,L,298.9,308.5,1559,34.3,126,0,0,0,0,0,0,298.92999999999995,0.048304589155000015,0.002333333333433345,308.65,0.08498365856148667,0.007222222222495345,1502.2,128.6725387261112,16556.62222222259,42.15,9.270652619961565,85.94500000000023,117.0,6.05530070819478,36.666666666664206
131,L47310,L,298.8,308.4,1473,41.1,128,0,0,0,0,0,0,298.91999999999996,0.06324555320412796,0.00400000000009618,308.62,0.11352924244078148,0.01288888888917774,1506.2,126.89172987673966,16101.511111111464,41.79,9.23043877613628,85.20100000000022,119.0,6.05530070819478,36.666666666664206
132,L47311,L,298.8,308.4,1737,27.7,130,0,0,0,0,0,0,298.90999999999997,0.07378647873788852,0.005444444444536874,308.59000000000003,0.12866839377198183,0.016555555555861773,1524.1,146.17147464536396,21366.100000000275,40.440000000000005,10.25651012771889,105.19600000000017,121.0,6.05530070819478,36.666666666664206
133,M14992,M,298.7,308.4,1441,43.2,132,0,0,0,0,0,0,298.88,0.09189365834772831,0.008444444444529017,308.55,0.11785113019915297,0.013888888889217707,1537.2,129.8056667141744,16849.51111111133,39.690000000000005,9.68096069612929,93.72100000000012,123.0,6.05530070819478,36.666666666664206
134,M14993,M,298.7,308.4,1430,49.6,135,0,0,0,0,0,0,298.86,0.10749676997767973,0.011555555555634188,308.52,0.11352924244102874,0.012888888889233882,1525.6,134.04576332979317,17968.26666666693,40.309999999999995,10.132944071470824,102.67655555555571,125.1,6.226288353960505,38.766666666664214
135,L47314,L,298.8,308.4,1369,53.0,138,0,0,0,0,0,0,298.85,0.10801234497381294,0.011666666666741975,308.49,0.09944289260298247,0.009888888889248307,1489.8,121.49970278884712,14762.177777778183,42.67,10.057617345408751,101.15566666666697,127.3,6.532823109328415,42.67777777777538
136,M14995,M,298.8,308.5,1711,28.5,140,0,0,0,0,0,0,298.84000000000003,0.10749676997764919,0.01155555555562762,308.47999999999996,0.09189365834924272,0.008444444444807346,1504.9,139.2762642296889,19397.87777777812,42.3,10.541979573748643,111.13333333333361,129.5,6.753599863118099,45.611111111108805
137,H29550,H,298.7,308.5,1420,45.7,143,0,0,0,0,0,0,298.81,0.09944289260149641,0.00988888888895275,308.46999999999997,0.08232726023708133,0.006777777778144112,1514.0,129.10805121637145,16668.888888889192,40.82000000000001,8.554504986003325,73.17955555555574,131.8,7.067924416372422,49.955555555553445
138,L47317,L,298.7,308.6,1297,55.3,148,0,0,0,0,0,0,298.78999999999996,0.09944289260147833,0.009888888888949152,308.46999999999997,0.08232726023708133,0.006777777778144113,1502.4,143.58984798531125,20618.044444444797,41.7,9.593284688317725,92.03111111111133,134.4,7.805980613179329,60.933333333331525
139,H29552,H,298.8,308.6,1449,49.4,150,0,0,0,0,0,0,298.77,0.06749485577146894,0.004555555555611393,308.47,0.08232726023708133,0.006777777778144113,1488.6,141.16672569853299,19928.044444444855,42.78,9.810968918058572,96.2551111111114,137.0,8.273115763993816,68.44444444444298
140,L47319,L,298.8,308.6,1268,55.8,155,0,0,0,0,0,0,298.76000000000005,0.05163977794995266,0.002666666666720417,308.48,0.09189365834924274,0.008444444444807348,1459.5,154.4137659378581,23843.61111111163,44.92999999999999,10.09775002441415,101.96455555555599,139.9,9.03634636097767,81.6555555555544
141,L47320,L,298.8,308.6,1511,36.1,157,0,0,0,0,0,0,298.76,0.05163977794995266,0.002666666666720417,308.5,0.09428090416008354,0.00888888888924286,1463.3,155.24822418021927,24102.011111111617,44.43,10.426893646293296,108.72011111111152,142.8,9.437513796899362,89.06666666666581
142,L47321,L,298.7,308.5,1544,35.2,159,0,0,0,0,0,0,298.75,0.05270462766995769,0.00277777777782887,308.51,0.08755950357908161,0.007666666667015205,1444.0,126.83935596739205,16088.222222222794,45.17999999999999,9.298482552426403,86.46177777777822,145.7,9.522488003551237,90.67777777777721
143,M15002,M,298.6,308.4,1778,28.2,161,0,0,0,0,0,0,298.74,0.06992058987835141,0.004888888888936618,308.51,0.08755950357908161,0.007666666667015205,1477.7,164.98622838151076,27220.455555556026,43.68,10.749966408216265,115.5617777777781,148.6,9.299940262651615,86.4888888888886
144,H29557,H,298.6,308.4,1407,50.5,164,0,0,0,0,0,0,298.73,0.08232726023512986,0.0067777777778227945,308.51000000000005,0.08755950357908161,0.007666666667015205,1475.4,165.8829573993544,27517.155555556034,43.77,10.808643660412628,116.8267777777781,151.5,9.107384061542827,82.94444444444431
145,M15004,M,298.6,308.4,1391,42.4,169,0,0,0,0,0,0,298.71,0.087559503577321,0.007666666666706887,308.51,0.08755950357908161,0.007666666667015205,1477.6,164.45478946439428,27045.377777778245,42.71,10.311207494760266,106.32100000000027,154.6,9.276014469827249,86.04444444444451
146,L47325,L,298.5,308.4,1513,33.6,172,0,0,0,0,0,0,298.67999999999995,0.10327955589903855,0.010666666666702629,308.5,0.09428090416008354,0.00888888888924286,1457.8,143.86166194569805,20696.177777778303,43.220000000000006,9.6341752803929,92.81733333333362,157.8,9.199033765685535,84.62222222222258
147,H29560,H,298.5,308.4,1612,36.1,174,0,0,0,0,0,0,298.65999999999997,0.11737877907787446,0.01377777777781246,308.49,0.09944289260297898,0.00988888888924761,1477.0,150.89657974181605,22769.777777778254,42.26,9.835785005105942,96.74266666666689,160.9,8.875058685252021,78.76666666666733
148,L47327,L,298.4,308.4,1515,40.1,179,0,0,0,0,0,0,298.63,0.141813649241333,0.020111111111143824,308.47,0.09486832980698484,0.009000000000366848,1498.8,137.1210333164763,18802.177777778197,40.74,8.706345068077914,75.80044444444462,164.0,9.273618495495757,86.00000000000098
149,M15008,M,298.3,308.3,1379,48.0,181,0,0,0,0,0,0,298.58000000000004,0.16193277068662115,0.02622222222224583,308.43999999999994,0.09660917830988398,0.009333333333710957,1491.8,141.6574898988574,20066.844444444883,40.6,8.561671695540678,73.30222222222238,167.1,9.255028663140756,85.65555555555697
150,L47329,L,298.4,308.3,1473,39.9,184,0,0,0,0,0,0,298.53999999999996,0.15055453054187726,0.02266666666668505,308.40999999999997,0.08755950357929924,0.007666666667053316,1512.3,118.63393743407276,14074.01111111149,39.010000000000005,6.698996608116447,44.87655555555566,170.0,9.580071908800038,91.77777777777959
151,L47330,L,298.4,308.3,1422,42.7,186,0,0,0,0,0,0,298.5,0.12472191289252257,0.01555555555556999,308.38,0.06324555320648181,0.004000000000393923,1503.4,122.03205407688024,14891.822222222625,39.67,6.7055615391669985,44.96455555555569,172.9,9.59687449120818,92.10000000000224
152,M15011,M,298.4,308.2,1463,37.6,188,0,0,0,0,0,0,298.46999999999997,0.10593499054718973,0.011222222222233177,308.35,0.07071067812149806,0.005000000000402104,1495.3,121.7256021641407,14817.122222222653,39.910000000000004,6.569364927872077,43.156555555555705,175.8,9.307106006822156,86.62222222222505
153,M15012,M,298.4,308.2,1584,41.0,191,0,0,0,0,0,0,298.45,0.09718253158079039,0.009444444444451321,308.33,0.08232726023734196,0.006777777778187027,1475.9,79.95755818627535,6393.211111111607,41.19,5.121729308652626,26.23211111111131,178.8,8.829244336609959,77.95555555555903
154,L47333,L,298.4,308.2,1850,27.0,194,0,0,0,0,0,0,298.43,0.08232726023487909,0.006777777777781505,308.31,0.08755950357947592,0.0076666666670842576,1520.2,138.69134395804676,19235.288888889234,38.839999999999996,5.73046439847787,32.838222222222335,181.8,8.323994767471506,69.28888888889301
155,L47334,L,298.4,308.2,1528,36.2,196,0,0,0,0,0,0,298.40999999999997,0.056764621219757304,0.0032222222222225215,308.29,0.0875595035795239,0.007666666667092658,1533.9,131.0677941626659,17178.76666666696,38.22,5.637138754131693,31.77733333333342,184.5,8.086339647139091,65.38888888889358
156,H29569,H,298.4,308.2,1987,19.8,198,0,0,0,0,0,0,298.4,0.04714045207908745,0.0022222222222207403,308.27,0.08232726023750192,0.006777777778213366,1581.3,193.50684742406438,37444.900000000125,36.84,8.061596202572623,64.98933333333335,187.1,7.795297727904421,60.76666666667183
157,M15016,M,298.4,308.1,1495,46.0,203,0,0,0,0,0,0,298.39,0.03162277660163138,0.0009999999999966852,308.24,0.08432740427382962,0.0071111111115618976,1569.6,194.9758959461404,38015.60000000017,37.83,8.55349830965865,73.1623333333334,190.0,7.774602526460769,60.44444444445018
